gene_id	phastCons_mean
ERICH2	0.10079530592768
CCL4L2	0.112073784237004
SUPT7L	0.151688152240638
SLC25A34-AS1	0.0956102022152221
SEC14L5	NA
ZNF532	NA
NKAIN2	NA
CNTN6	NA
FLJ37453	0.120611453997416
NCOA3	NA
POLL	0.195356762513312
CYP19A1	0.0831685137823242
TOP3B	0.116957770532526
BBIP1	0.141092636579572
TTF1	0.0539611551239458
ABLIM1	0.0791290460632757
FOXC1	0.618286862597337
FOXF2	0.274523138165533
COPS7A	0.194820971867008
REV1	NA
TMEM168	0.159512421473444
TMEM267	0.161605452480121
GZF1	0.18485433324143
ARAP3	0.200828997571974
KLHL25	0.0764051571585065
GALNT17	NA
CDH24	0.240299646912873
NDRG3	0.110016857327637
AKTIP	0.201216005258401
HHIP	0.175115267814806
MPP5	0.130415944540729
GREM2	0.0844914507602957
ZMAT3	NA
MMP25	0.0588181304716183
GEN1	NA
FAM131C	0.0626416519768322
SKA2	0.126621958483157
CLEC18A	0.122336848540425
BICDL1	NA
PET100	0.160923787528868
SPATA21	0.0817295484489159
TRMU	NA
DCP1A	0.119212053153659
LINC01772	0.0472992700729927
LINC01772	0.0509736369083283
CROCCP3	0.102671468714133
RNVU1-18	0.683636363636364
RNU1-3	0.683636363636364
RNU1-4	0.683636363636364
RNU1-2	0.683636363636364
RNU1-1	0.683636363636364
LINC01783	0.0225184344866705
MIR3675	0.0613333333333333
ELAVL4	0.268099394859469
PPP4R4	NA
PPP4R4	NA
CROCCP2	0.119941511223522
MST1P2	NA
RNVU1-18	0.947878787878788
RNU1-3	0.947878787878788
RNU1-4	0.947878787878788
RNU1-2	0.947878787878788
RNU1-1	0.947878787878788
MIR3675	0.0533333333333333
ESPNP	0.137493521301959
RNVU1-18	0.906666666666667
RNU1-3	0.906666666666667
RNU1-4	0.906666666666667
RNU1-2	0.906666666666667
RNU1-1	0.906666666666667
PCDH15	NA
MIR3675	0.0148648648648649
LOC105376805	0.0029723991507431
LOC105376805	0.0029723991507431
LOC105376805	0.00247787610619469
LOC105376805	0.00247787610619469
RNVU1-18	0.82
RNU1-3	0.82
RNU1-4	0.82
RNU1-2	0.82
RNU1-1	0.82
CCDC107	0.214170292106899
DENND1B	0.0963036192221441
DENND1B	NA
YIPF6	0.170964809764965
SLC19A1	0.0485333213175326
C11orf54	0.107998613458122
C11orf54	0.107998613458122
RAB30	NA
RAB30	NA
RAB30	NA
ADCY7	0.0576989540700318
VPS45	0.140285314757086
SNORD73B	0.765789473684211
GPHN	NA
MIR3972	0.0568181818181818
DBNDD1	0.0419612542440584
DBNDD1	0.0419612542440584
CACNA1E	NA
NDRG2	0.258851035404141
OGG1	0.145830095055897
MS4A14	0.0561508122828434
DEAF1	NA
ERG	NA
DUSP10	0.116173511948574
DUSP10	0.0912434473817708
ZAN	NA
ZAN	NA
ZAN	NA
LINC01654	NA
HNRNPH1	0.492814658480431
RPN2	NA
RPS6KC1	NA
RPS6KC1	NA
MIR4695	0.104
FUZ	0.201260112009956
ZNF281	0.838450953410655
PGAP2	0.15444338404536
PGAP2	0.155339541469259
PGAP2	0.118148070322897
EMC1-AS1	0.0896809747712219
EMC1-AS1	0.110468337730871
ATP2C1	NA
TPK1	NA
ABI2	NA
GOLGA8A	NA
AKR7L	0.105404077622206
UTY	NA
PEX5L	0.105217328245979
LOC100506730	0.235889201124047
DPH1	0.193604083777494
MAMSTR	0.168966009711511
KIR2DS4	0.0103906742281033
NRXN2	NA
PARD3	NA
ZDHHC23	0.154315844291108
LOC105378614	0.0742448330683625
SAMD4B	0.148136199872842
RPS14P3	0.5626936829559
ZNF33A	0.117925559920619
PLPPR5	0.0755771344814954
BCAT1	0.0933462303186633
LETMD1	0.13395321927432
LETMD1	0.13395321927432
LETMD1	0.13395321927432
EFCAB1	0.0700885702235344
LYSMD2	0.0977928571428573
NMNAT3	NA
PHACTR4	NA
MYMX	0.173053435114504
ABI1	0.120212589415948
ABI1	0.120212589415948
IRF5	0.101806580565806
RASAL3	NA
RASAL3	NA
ZNF606	0.0524986420423683
ZNF606	0.0524986420423683
LINC01757	0.0329916720051249
GATAD2A	0.0787734277891968
LAMA3	NA
LINC01141	0.0651974780781214
MIR6084	0.553153153153153
PINK1-AS	0.128339274481023
DFFB	0.0540153818637096
SRRM1	0.224825722957873
GSK3B	NA
EME2	0.0749667994687915
RTN4	0.102772075264459
RTN4	0.103998606487575
CACNA1C	NA
CD209	0.185943508818459
CLEC4M	0.0497957259585166
MUC7	0.053971560547052
ZNF138	NA
NIFK-AS1	NA
KLK10	0.126072918068075
SLC38A1	0.115871926682329
TRIM2	NA
TRIM2	NA
TRIM2	NA
MAP2	0.100113846362237
MAP2	0.121740900104665
PPARG	NA
PPARG	NA
OSBPL2	0.0545030679100078
GALNTL6	NA
SUN1	0.0658148845972679
UPF1	0.140936784936454
SET	0.385660535117057
MAP2K4	NA
SELENOW	0.0702725296773115
REG1A	0.0418063633253507
RENBP	0.116414249146758
RBP1	0.066633787661406
RBMS2	NA
REL	0.131988409272582
SEMG2	0.00845481049562682
RECQL	0.0991291594096615
SEMG1	0.0104128607964925
RBMS1	NA
COBLL1	NA
CDC27	NA
SPIDR	NA
NEK11	NA
SPIDR	NA
RXRG	0.0853988972656687
CHRNB4	0.0925501432664757
DNASE1L3	0.070264976331683
URI1	0.164079327731094
HRK	0.113091426538598
SNX3	NA
CRADD	NA
SNX4	0.10170351034614
RIPK1	0.0735894732732026
CTSF	0.2299766718507
MYOM1	NA
OLFML2B	0.0979963658388852
EXOSC1	0.103076162215628
KRT86	0.102236384704519
RTN4	0.10384098380292
SRPK2	0.0708791460659447
ALG13	0.168995778715841
STAM	0.0914796416826056
ST18	0.109158699744857
BDNF	0.165117861375708
AXL	0.119146785756258
NLGN4X	NA
CAMK2G	0.176462770489011
ACBD5	0.112503558368187
CALHM4	0.141143357518139
ATP1B3	0.0832207906706471
FXYD2	0.045361484325016
ATP1B2	0.290855974291557
AMER2	0.273384175405148
FAM221A	0.0984990869816949
LINC01635	0.0291342412451362
HTR3C	0.107013633980073
NPHP1	NA
UICLM	0.0576437587657785
POLR1D	0.0701671309192198
MIR4418	0.0825396825396825
SUN1	0.0531744806409001
STPG1	0.0986560986349626
FAM124A	0.0643741914618366
EDA2R	0.0869360533542564
HERPUD1	0.142612386042125
MMP19	0.218595041322314
MIR6127	0.00363636363636364
CHFR	NA
FNIP1	NA
GOLGA8A	NA
SDCCAG8	NA
MIR4684	0.0072289156626506
MIR4253	0.502898550724638
PPCS	0.295778809624314
IQCE	NA
SPIDR	NA
PUM2	NA
NEK11	NA
PUM2	NA
MIR3115	0.955072463768116
CEP63	0.127532023142208
MIR5196	0.0724137931034483
ZBTB38	0.175975195039009
ZBTB38	0.175975195039009
TTC31	0.105365853658537
CIB2	0.0487202414217055
TP63	NA
ZNF436-AS1	0.261366806136681
ZNF436-AS1	0.284929416253339
MAPKAPK3	0.111296745690996
PIANP	0.282191367340778
PIANP	0.278095644748078
TPD52L2	0.0668642425624073
TPD52L2	0.0668642425624073
LOC101928163	0.163056539824372
S100A8	0.152417962003454
POMC	NA
POMC	NA
SH3GL3	NA
ELOA-AS1	0.0641011330021766
RNF111	NA
RNF111	NA
CUL4A	0.0734202352461938
UBE3D	NA
LDB2	NA
LDB2	NA
GAPT	0.0548267326732674
MIR378F	0.0151898734177215
CLASP2	NA
SPIN3	0.396328522920204
IBA57	0.0540139775144333
IKZF2	0.154074371515277
TRPM3	NA
TGM5	0.0758037274315665
CD163	0.0845291479820623
SULT6B1	0.068146940341454
CSNK2B	0.263324141388819
PAGE4	0.0927261736852709
EIF2D	0.114877064925086
STARD8	NA
TRMO	0.0801865319491478
PAIP2	0.129136910102279
IFFO1	0.149101445881871
EFNA4	0.184746345657782
S1PR3	0.0803696668614844
E2F1	0.193528872593951
TIMP4	0.147160451590831
FNDC8	0.121307160872903
FBLIM1	NA
PARP14	0.0828870267783929
INO80	NA
ZNF559	0.0764831880448318
ZNF559	0.0764831880448318
ZNF559	0.0797431057501956
ZNF559	0.0764831880448318
ALDH7A1	0.0625964780816784
ASB6	0.186573278710189
NR4A1	0.165435440947049
NR4A1	0.140450418518417
ASB3	0.10630989527677
SEC22C	0.094976470588235
TPD52L1	0.0602169295430921
CAV1	NA
YTHDF2	0.159756906743877
WHRN	NA
DLGAP1-AS2	0.0693421466792572
PPEF1	NA
WDR17	NA
RCAN3AS	0.0414355628058728
RCAN3AS	0.0414355628058728
RCAN3AS	0.0414355628058728
RCAN3AS	0.0414355628058728
MAPKAP1	NA
WDSUB1	0.0792323105331392
CAP2	NA
CAP2	NA
GIMAP4	0.0486256643887624
MKNK1	0.171397477754306
MIR4436B1	0
PLXNB3	0.251212402279051
POGLUT2	0.128686126420358
CCDC88A	0.155443279602472
GRAMD2B	0.0784442618460696
PHACTR1	0.0569406816487046
TMC6	0.0904464017615854
CTCFL	0.0510733137829912
DYDC1	NA
SEPTIN10	0.077859742303531
SEPTIN10	0.077859742303531
SEPTIN10	0.077859742303531
SEPTIN10	0.077859742303531
C18orf21	0.114660864345738
